uid;nom;prenom;groupe_sigle;specialite_principale;top_5_themes;nb_themes_votes
PA794982;Delpech;Julie;EPR;Numerique & Technologies;Economie & Finance(577) | Securite sociale & Protection(195) | Sante(121) | Securite & Justice(84) | Agriculture(45);15
PA330909;Descoeur;Vincent;DR;Securite sociale & Protection;Economie & Finance(959) | Securite sociale & Protection(382) | Sante(80) | Ecologie & Environnement(60) | Institutions(51);15
PA793166;Dessigny;Jocelyn;RN;Defense;Economie & Finance(1815) | Securite sociale & Protection(400) | Sante(330) | Securite & Justice(186) | Institutions(103);15
PA794042;Dezarnaud;Sylvie;DR;Transport;Economie & Finance(292) | Outre-mer(66) | Sante(62) | Securite & Justice(51) | Transport(37);13
PA720386;Di Filippo;Fabien;DR;Securite sociale & Protection;Economie & Finance(580) | Securite sociale & Protection(312) | Sante(97) | Outre-mer(59) | Culture(40);15
PA793928;Diaz;Edwige;RN;Outre-mer;Economie & Finance(2116) | Sante(365) | Securite sociale & Protection(349) | Outre-mer(308) | Securite & Justice(195);15
PA841919;Diop;Dieynaba;SOC;Defense;Economie & Finance(993) | Sante(286) | Securite sociale & Protection(282) | Outre-mer(120) | Institutions(92);15
PA842155;Diouara;Aly;LFI-NFP;Defense;Economie & Finance(735) | Securite sociale & Protection(184) | Ecologie & Environnement(122) | Outre-mer(81) | Institutions(79);15
PA722382;Dirx;Benjamin;EPR;Immigration;Economie & Finance(697) | Securite sociale & Protection(109) | Culture(67) | Securite & Justice(32) | Institutions(30);16
PA712015;Dive;Julien;DR;Defense;Economie & Finance(362) | Securite sociale & Protection(109) | Outre-mer(84) | Institutions(66) | Defense(46);15
PA794762;Dogor-Such;Sandrine;RN;Sante;Economie & Finance(1309) | Sante(722) | Securite sociale & Protection(412) | Outre-mer(245) | Securite & Justice(137);15
PA606573;Dombre Coste;Fanny;SOC;Social & Travail;Economie & Finance(811) | Securite sociale & Protection(425) | Sante(344) | Social & Travail(76) | Institutions(32);14
PA793146;Dragon;Nicolas;RN;Defense;Economie & Finance(1923) | Sante(470) | Securite sociale & Protection(390) | Ecologie & Environnement(180) | Securite & Justice(167);15
PA720154;Dubré-Chirat;Nicole;EPR;Numerique & Technologies;Sante(776) | Economie & Finance(662) | Securite sociale & Protection(321) | Institutions(165) | Outre-mer(128);16
PA608826;Duby-Muller;Virginie;DR;Culture;Economie & Finance(462) | Culture(137) | Securite sociale & Protection(91) | Institutions(63) | Sante(58);14
PA841633;Dufau;Peio;SOC;Logement & Urbanisme;Economie & Finance(1358) | Securite sociale & Protection(419) | Sante(340) | Outre-mer(93) | Logement & Urbanisme(71);15
PA840135;Dufosset;Alexandre;RN;Transport;Economie & Finance(1190) | Securite sociale & Protection(245) | Sante(227) | Outre-mer(132) | Ecologie & Environnement(122);15
PA795200;Dufour;Alma;LFI-NFP;Logement & Urbanisme;Economie & Finance(826) | Securite sociale & Protection(209) | Sante(142) | Outre-mer(66) | Institutions(64);15
PA870009;Duparay;Lionel;DR;Social & Travail;Economie & Finance(701) | Securite sociale & Protection(199) | Sante(149) | Institutions(62) | Culture(41);14
PA841351;Duplessy;Emmanuel;EcoS;Institutions;Economie & Finance(510) | Institutions(207) | Sante(157) | Outre-mer(129) | Securite & Justice(97);14
PA643175;Dupont;Stella;NI;Numerique & Technologies;Economie & Finance(1062) | Securite sociale & Protection(364) | Sante(331) | Institutions(71) | Ecologie & Environnement(61);16
PA842073;Dussausaye;Gaëtan;RN;Immigration;Economie & Finance(1646) | Securite sociale & Protection(499) | Sante(373) | Outre-mer(156) | Securite & Justice(125);15
PA841761;Dutremble;Aurélien;RN;Ecologie & Environnement;Economie & Finance(1134) | Securite sociale & Protection(339) | Ecologie & Environnement(132) | Outre-mer(102) | Institutions(99);15
PA794854;Echaniz;Inaki;SOC;Logement & Urbanisme;Economie & Finance(1621) | Securite sociale & Protection(418) | Sante(144) | Outre-mer(109) | Ecologie & Environnement(108);15
PA794718;Engrand;Christine;NI;Transport;Economie & Finance(507) | Securite sociale & Protection(172) | Sante(62) | Outre-mer(49) | Transport(33);15
PA795844;Erodi;Karen;LFI-NFP;Sante;Economie & Finance(1311) | Sante(704) | Securite sociale & Protection(465) | Outre-mer(161) | Institutions(89);15
PA607193;Errante;Sophie;NI;Sante;Sante(348) | Economie & Finance(117) | Outre-mer(40) | Social & Travail(28) | Institutions(17);13
PA842195;Eskenazi;Romain;SOC;Education;Economie & Finance(1185) | Securite sociale & Protection(329) | Sante(127) | Education(75) | Institutions(72);14
PA841621;Evrard;Auguste;RN;Ecologie & Environnement;Economie & Finance(803) | Securite sociale & Protection(198) | Ecologie & Environnement(122) | Institutions(104) | Sante(102);15
PA794658;Fait;Philippe;HOR;Transport;Economie & Finance(319) | Sante(187) | Securite sociale & Protection(68) | Outre-mer(53) | Transport(49);15
PA793246;Falcon;Frédéric;RN;Ecologie & Environnement;Economie & Finance(1046) | Securite sociale & Protection(302) | Ecologie & Environnement(201) | Sante(116) | Outre-mer(109);15
PA605694;Falorni;Olivier;Dem;Sante;Sante(613) | Economie & Finance(328) | Securite sociale & Protection(142) | Institutions(10) | Outre-mer(10);13
PA721896;Faucillon;Elsa;GDR;Immigration;Economie & Finance(444) | Securite & Justice(195) | Outre-mer(93) | Securite sociale & Protection(73) | Sante(52);15
PA609332;Faure;Olivier;SOC;Logement & Urbanisme;Economie & Finance(532) | Securite sociale & Protection(211) | Outre-mer(46) | Securite & Justice(22) | Logement & Urbanisme(22);15
PA267042;Favennec-Bécot;Yannick;LIOT;Logement & Urbanisme;Economie & Finance(455) | Securite sociale & Protection(326) | Sante(124) | Agriculture(29) | Logement & Urbanisme(29);15
PA840773;Fayssat;Olivier;UDR;Logement & Urbanisme;Economie & Finance(1816) | Sante(401) | Securite sociale & Protection(329) | Outre-mer(280) | Institutions(251);16
PA841251;Feld;Mathilde;LFI-NFP;Outre-mer;Economie & Finance(1745) | Sante(307) | Outre-mer(173) | Securite sociale & Protection(101) | Ecologie & Environnement(92);15
PA794786;Fernandes;Emmanuel;LFI-NFP;Culture;Economie & Finance(1909) | Sante(570) | Securite sociale & Protection(337) | Outre-mer(201) | Culture(197);15
PA795884;Ferracci;Marc;EPR;Numerique & Technologies;Economie & Finance(351) | Securite sociale & Protection(181) | Education(37) | Sante(26) | Culture(23);13
PA795120;Ferrari;Marina;Dem;Immigration;Outre-mer(146) | Ecologie & Environnement(93) | Institutions(89) | Sante(88) | Securite & Justice(57);14
PA794870;Ferrer;Sylvie;LFI-NFP;Immigration;Economie & Finance(1110) | Sante(318) | Ecologie & Environnement(134) | Outre-mer(122) | Institutions(118);15
PA719938;Fesneau;Marc;Dem;Institutions;Economie & Finance(807) | Securite sociale & Protection(267) | Sante(105) | Institutions(88) | Outre-mer(61);15
PA267780;Firmin Le Bodo;Agnès;HOR;Sante;Sante(525) | Economie & Finance(464) | Outre-mer(190) | Securite sociale & Protection(143) | Institutions(141);16
PA722134;Fiévet;Jean-Marie;EPR;Transport;Economie & Finance(922) | Securite sociale & Protection(382) | Ecologie & Environnement(202) | Sante(138) | Outre-mer(57);16
PA840143;Florquin;Guillaume;RN;Defense;Economie & Finance(1539) | Securite sociale & Protection(489) | Sante(185) | Outre-mer(114) | Ecologie & Environnement(102);15
PA1327;Forissier;Nicolas;DR;Agriculture;Economie & Finance(55) | Institutions(53) | Ecologie & Environnement(48) | Outre-mer(44) | Sante(37);13
PA840801;Fouquart;Emmanuel;RN;Immigration;Economie & Finance(1272) | Outre-mer(205) | Securite sociale & Protection(173) | Ecologie & Environnement(168) | Institutions(140);15
PA793980;Fournier;Charles;EcoS;Defense;Economie & Finance(799) | Securite sociale & Protection(137) | Institutions(93) | Sante(77) | Ecologie & Environnement(58);15
PA794678;Frappé;Thierry;RN;Transport;Economie & Finance(1529) | Securite sociale & Protection(561) | Sante(544) | Outre-mer(163) | Ecologie & Environnement(127);15
PA822617;Froger;Martine;SOC;Securite sociale & Protection;Economie & Finance(1006) | Securite sociale & Protection(461) | Institutions(101) | Sante(55) | Social & Travail(37);14
PA841151;Fruchon;Alix;DR;Securite sociale & Protection;Economie & Finance(382) | Securite sociale & Protection(151) | Sante(104) | Social & Travail(3) | Institutions(2);11
PA840235;Frébault;Moerani;EPR;Transport;Economie & Finance(139) | Securite & Justice(62) | Institutions(41) | Social & Travail(37) | Outre-mer(28);14
PA722284;Fuchs;Bruno;Dem;Culture;Economie & Finance(300) | Securite sociale & Protection(89) | Sante(54) | Ecologie & Environnement(32) | Institutions(31);15
PA722366;Fugit;Jean-Luc;EPR;Numerique & Technologies;Economie & Finance(1836) | Securite sociale & Protection(388) | Sante(245) | Ecologie & Environnement(220) | Institutions(126);16
PA841665;Fégné;Denis;SOC;Immigration;Economie & Finance(1316) | Securite sociale & Protection(384) | Sante(369) | Securite & Justice(125) | Ecologie & Environnement(124);16
PA841139;Gabarron;Julien;RN;Logement & Urbanisme;Economie & Finance(837) | Outre-mer(145) | Sante(136) | Securite sociale & Protection(114) | Securite & Justice(81);14
PA796070;Gaillard;Perceval;LFI-NFP;Immigration;Economie & Finance(1382) | Sante(501) | Securite sociale & Protection(282) | Ecologie & Environnement(89) | Education(75);14
PA719736;Galliard-Minier;Camille;EPR;Sante;Economie & Finance(566) | Securite sociale & Protection(428) | Sante(385) | Social & Travail(51) | Education(38);14
PA793892;Galzy;Stéphanie;RN;Transport;Economie & Finance(807) | Sante(207) | Securite sociale & Protection(148) | Culture(46) | Social & Travail(45);14
PA795010;Garin;Marie-Charlotte;EcoS;Defense;Economie & Finance(1011) | Securite sociale & Protection(250) | Sante(146) | Institutions(115) | Outre-mer(83);15
PA333285;Garot;Guillaume;SOC;Education;Economie & Finance(862) | Securite sociale & Protection(410) | Sante(231) | Outre-mer(96) | Education(64);15
PA722358;Gassilloud;Thomas;EPR;Agriculture;Economie & Finance(199) | Securite sociale & Protection(68) | Sante(63) | Institutions(17) | Social & Travail(17);15
PA721024;Genetet;Anne;EPR;Transport;Economie & Finance(794) | Securite sociale & Protection(336) | Ecologie & Environnement(98) | Securite & Justice(67) | Education(62);15
PA605991;Genevard;Annie;DR;;;0
PA794234;Gernigon;François;HOR;Transport;Economie & Finance(728) | Securite sociale & Protection(383) | Sante(364) | Outre-mer(85) | Social & Travail(79);15
PA841737;Gery;Jonathan;RN;Immigration;Economie & Finance(1539) | Securite sociale & Protection(387) | Outre-mer(266) | Sante(181) | Institutions(119);15
PA796034;Giletti;Frank;RN;Outre-mer;Economie & Finance(724) | Sante(328) | Outre-mer(196) | Securite sociale & Protection(126) | Institutions(72);15
PA793832;Gillet;Yoann;RN;Outre-mer;Economie & Finance(1330) | Outre-mer(341) | Sante(259) | Ecologie & Environnement(216) | Securite & Justice(208);15
PA793102;Girard;Christian;RN;Defense;Economie & Finance(2054) | Securite sociale & Protection(514) | Sante(399) | Institutions(166) | Outre-mer(139);16
PA841419;Girard;Damien;EcoS;Institutions;Economie & Finance(354) | Securite sociale & Protection(113) | Institutions(69) | Sante(51) | Ecologie & Environnement(34);14
PA718674;Givernet;Olga;EPR;Culture;Economie & Finance(757) | Securite sociale & Protection(262) | Culture(153) | Sante(131) | Ecologie & Environnement(104);15
PA840939;Godard;Océane;SOC;Sante;Economie & Finance(694) | Sante(529) | Securite sociale & Protection(386) | Social & Travail(90) | Outre-mer(76);15
PA841539;Gokel;Julien;SOC;Transport;Economie & Finance(448) | Sante(82) | Securite sociale & Protection(60) | Outre-mer(56) | Institutions(47);15
PA841605;Golliot;Antoine;RN;Transport;Economie & Finance(1262) | Sante(234) | Securite sociale & Protection(227) | Outre-mer(177) | Ecologie & Environnement(163);15
PA841869;Gonord;Michel;NI;Social & Travail;Social & Travail(37) | Economie & Finance(33) | Outre-mer(26) | Securite sociale & Protection(5) | Agriculture(1);6
PA793362;Gonzalez;José;RN;Immigration;Economie & Finance(1367) | Securite sociale & Protection(307) | Sante(244) | Ecologie & Environnement(156) | Institutions(92);15
PA266797;Gosselin;Philippe;DR;Immigration;Sante(349) | Economie & Finance(231) | Outre-mer(172) | Institutions(133) | Securite sociale & Protection(60);16
PA331973;Got;Pascale;SOC;Social & Travail;Economie & Finance(857) | Securite sociale & Protection(334) | Sante(313) | Outre-mer(82) | Social & Travail(65);15
PA721296;Gouffier Valente;Guillaume;EPR;Transport;Economie & Finance(1138) | Securite sociale & Protection(328) | Sante(274) | Institutions(121) | Ecologie & Environnement(113);15
PA794418;Goulet;Florence;RN;Defense;Economie & Finance(1908) | Securite sociale & Protection(472) | Sante(216) | Ecologie & Environnement(211) | Outre-mer(168);15
PA720560;Goulet;Perrine;Dem;Immigration;Economie & Finance(610) | Sante(135) | Securite sociale & Protection(77) | Social & Travail(63) | Outre-mer(49);15
PA793592;Grangier;Géraldine;RN;Immigration;Economie & Finance(1301) | Securite sociale & Protection(405) | Outre-mer(162) | Sante(152) | Ecologie & Environnement(152);15
PA267318;Grelier;Jean-Carles;Dem;Securite sociale & Protection;Economie & Finance(138) | Securite sociale & Protection(124) | Sante(28) | Social & Travail(17) | Agriculture(10);13
PA795540;Grenon;Daniel;NI;Sante;Economie & Finance(182) | Sante(113) | Outre-mer(43) | Institutions(37) | Ecologie & Environnement(29);12
PA840757;Griseti;Monique;RN;Transport;Economie & Finance(1637) | Securite sociale & Protection(475) | Sante(229) | Institutions(177) | Outre-mer(161);15
PA794058;Gruet;Justine;DR;Defense;Economie & Finance(610) | Sante(566) | Securite sociale & Protection(397) | Outre-mer(67) | Social & Travail(62);15
PA840171;Grégoire;Emmanuel;SOC;Logement & Urbanisme;Economie & Finance(1119) | Sante(245) | Securite sociale & Protection(218) | Institutions(111) | Securite & Justice(85);15
PA721764;Grégoire;Olivia;EPR;Numerique & Technologies;Economie & Finance(574) | Securite sociale & Protection(101) | Ecologie & Environnement(79) | Institutions(69) | Education(43);15
PA1567;Guedj;Jérôme;SOC;Securite sociale & Protection;Economie & Finance(916) | Securite sociale & Protection(469) | Sante(194) | Securite & Justice(101) | Outre-mer(78);15
PA841833;Guerin;David;HOR;Social & Travail;Economie & Finance(51) | Securite sociale & Protection(19) | Social & Travail(16) | Outre-mer(10) | Sante(5);7
PA795310;Guetté;Clémence;LFI-NFP;Ecologie & Environnement;Economie & Finance(1163) | Ecologie & Environnement(187) | Institutions(184) | Outre-mer(171) | Securite sociale & Protection(163);15
PA841451;Guibert;Julien;RN;Defense;Economie & Finance(1675) | Securite sociale & Protection(484) | Sante(235) | Outre-mer(184) | Ecologie & Environnement(181);16
PA721612;Guillerm;Carole;Dem;;Outre-mer(1) | Institutions(1);2
PA794734;Guiniot;Michel;RN;Defense;Economie & Finance(1096) | Securite sociale & Protection(265) | Outre-mer(105) | Sante(94) | Institutions(70);15
PA794478;Guiraud;David;LFI-NFP;Institutions;Economie & Finance(560) | Institutions(118) | Ecologie & Environnement(76) | Securite sociale & Protection(62) | Securite & Justice(60);15
PA793218;Guitton;Jordan;RN;Logement & Urbanisme;Economie & Finance(1386) | Securite sociale & Protection(333) | Sante(306) | Ecologie & Environnement(208) | Institutions(151);15
PA795258;Gumbs;Frantz;Dem;Outre-mer;Economie & Finance(631) | Outre-mer(270) | Securite sociale & Protection(244) | Institutions(80) | Sante(46);14
PA842013;Gustave;Steevy;EcoS;Culture;Economie & Finance(1656) | Sante(427) | Securite sociale & Protection(309) | Outre-mer(235) | Institutions(229);15
PA794470;Gérard;Félicie;HOR;Logement & Urbanisme;Economie & Finance(1493) | Securite sociale & Protection(133) | Securite & Justice(70) | Outre-mer(63) | Ecologie & Environnement(61);14
PA1592;Habib;David;LIOT;Securite sociale & Protection;Economie & Finance(183) | Securite sociale & Protection(154) | Institutions(34) | Outre-mer(9) | Sante(9);15
PA841471;Hablot;Stéphane;SOC;Logement & Urbanisme;Economie & Finance(548) | Securite sociale & Protection(288) | Sante(63) | Logement & Urbanisme(52) | Social & Travail(34);14
PA795958;Haddad;Benjamin;EPR;;;0
PA842263;Hadizadeh;Ayda;SOC;Education;Economie & Finance(1020) | Sante(447) | Securite sociale & Protection(296) | Ecologie & Environnement(80) | Education(74);15
PA841947;Hamdane;Zahia;LFI-NFP;Social & Travail;Economie & Finance(1209) | Securite sociale & Protection(481) | Sante(301) | Institutions(141) | Outre-mer(137);15
PA795900;Hamelet;Marine;RN;Numerique & Technologies;Economie & Finance(2403) | Sante(750) | Securite sociale & Protection(516) | Ecologie & Environnement(276) | Institutions(245);16
PA722070;Henriet;Pierre;HOR;Education;Economie & Finance(727) | Sante(130) | Securite sociale & Protection(107) | Securite & Justice(70) | Institutions(62);15
PA1630;Herbillon;Michel;DR;Immigration;Economie & Finance(378) | Securite & Justice(72) | Securite sociale & Protection(55) | Immigration(22) | Defense(21);13
PA841813;Herouin-Léautey;Florence;SOC;Social & Travail;Economie & Finance(1068) | Securite sociale & Protection(274) | Sante(137) | Outre-mer(107) | Social & Travail(45);15
PA840947;Hervieu;Catherine;EcoS;Outre-mer;Economie & Finance(1045) | Sante(219) | Outre-mer(215) | Securite sociale & Protection(187) | Institutions(156);15
PA841853;Hervieu;Céline;SOC;Immigration;Economie & Finance(657) | Securite sociale & Protection(126) | Institutions(111) | Sante(106) | Securite & Justice(91);14
PA608416;Hetzel;Patrick;DR;Sante;Economie & Finance(834) | Sante(709) | Securite sociale & Protection(195) | Institutions(90) | Securite & Justice(63);14
PA794082;Hignet;Mathilde;LFI-NFP;Culture;Economie & Finance(1782) | Securite sociale & Protection(416) | Sante(316) | Outre-mer(239) | Institutions(174);15
PA841709;Hoffman;Emmanuelle;EPR;Ecologie & Environnement;Economie & Finance(411) | Sante(116) | Ecologie & Environnement(83) | Institutions(80) | Securite & Justice(51);15
PA1654;Hollande;François;SOC;Securite sociale & Protection;Economie & Finance(514) | Securite sociale & Protection(236) | Sante(61) | Institutions(27) | Securite & Justice(24);15
PA722150;Houlié;Sacha;SOC;Securite sociale & Protection;Economie & Finance(604) | Securite sociale & Protection(263) | Sante(83) | Securite & Justice(63) | Institutions(47);15
PA793632;Houssin;Timothée;RN;Immigration;Economie & Finance(1749) | Securite sociale & Protection(368) | Sante(305) | Institutions(151) | Ecologie & Environnement(144);15
PA842085;Humbert;Sébastien;RN;Immigration;Economie & Finance(2147) | Securite sociale & Protection(558) | Sante(493) | Outre-mer(263) | Ecologie & Environnement(211);16
PA841017;Huwart;Harold;LIOT;Logement & Urbanisme;Economie & Finance(367) | Securite sociale & Protection(103) | Institutions(80) | Logement & Urbanisme(42) | Securite & Justice(40);14
PA267200;Huyghe;Sébastien;EPR;Securite & Justice;Economie & Finance(1232) | Securite sociale & Protection(471) | Sante(249) | Securite & Justice(216) | Institutions(158);15
PA795954;Ibled;Catherine;EPR;Numerique & Technologies;Economie & Finance(419) | Securite sociale & Protection(100) | Culture(75) | Logement & Urbanisme(32) | Education(30);12
PA794022;Iordanoff;Jérémie;EcoS;Immigration;Economie & Finance(886) | Sante(155) | Securite sociale & Protection(152) | Institutions(130) | Ecologie & Environnement(114);16
PA722374;Isaac-Sibille;Cyrille;Dem;Securite sociale & Protection;Economie & Finance(625) | Securite sociale & Protection(393) | Sante(306) | Institutions(85) | Education(35);15
PA794598;Jacobelli;Laurent;RN;Defense;Economie & Finance(1015) | Sante(168) | Securite sociale & Protection(165) | Ecologie & Environnement(145) | Outre-mer(117);16
PA720354;Jacques;Jean-Michel;EPR;Agriculture;Economie & Finance(271) | Securite sociale & Protection(123) | Agriculture(18) | Sante(16) | Outre-mer(13);15
PA842117;Jeanbrun;Vincent;DR;Logement & Urbanisme;Ecologie & Environnement(56) | Outre-mer(44) | Economie & Finance(30) | Logement & Urbanisme(27) | Institutions(22);14
PA841439;Jenft;Pascal;RN;Transport;Economie & Finance(1446) | Securite sociale & Protection(425) | Sante(373) | Outre-mer(191) | Ecologie & Environnement(171);15
PA719778;Jolivet;François;HOR;Logement & Urbanisme;Economie & Finance(760) | Securite sociale & Protection(155) | Logement & Urbanisme(59) | Sante(53) | Institutions(36);14
PA794030;Jolly;Alexis;RN;Culture;Economie & Finance(1121) | Securite sociale & Protection(212) | Culture(201) | Sante(107) | Outre-mer(81);15
PA841749;Joncour;Tiffany;RN;Outre-mer;Economie & Finance(1283) | Sante(364) | Outre-mer(321) | Securite sociale & Protection(274) | Ecologie & Environnement(216);15
PA841075;Josserand;Sylvie;RN;Outre-mer;Economie & Finance(1286) | Securite sociale & Protection(461) | Outre-mer(231) | Sante(138) | Ecologie & Environnement(134);15
PA720038;Josso;Sandrine;Dem;Culture;Economie & Finance(994) | Securite sociale & Protection(370) | Securite & Justice(125) | Culture(111) | Institutions(88);15
PA840869;Joubert;Florence;RN;Ecologie & Environnement;Economie & Finance(1592) | Securite sociale & Protection(489) | Sante(283) | Outre-mer(177) | Ecologie & Environnement(164);15
PA643192;Jourdan;Chantal;SOC;Immigration;Economie & Finance(1624) | Securite sociale & Protection(494) | Sante(298) | Outre-mer(138) | Institutions(133);15
PA346782;Juvin;Philippe;DR;Sante;Economie & Finance(1180) | Sante(568) | Securite sociale & Protection(84) | Outre-mer(60) | Securite & Justice(58);14
PA795998;K/Bidi;Émeline;GDR;Outre-mer;Economie & Finance(448) | Securite sociale & Protection(211) | Outre-mer(145) | Education(37) | Sante(27);15
PA335054;Karamanli;Marietta;SOC;Institutions;Economie & Finance(623) | Sante(218) | Securite sociale & Protection(200) | Institutions(143) | Securite & Justice(92);15
PA719372;Kasbarian;Guillaume;EPR;Numerique & Technologies;Economie & Finance(833) | Securite sociale & Protection(167) | Ecologie & Environnement(102) | Education(67) | Securite & Justice(35);16
PA795156;Keloua Hachi;Fatiha;SOC;Logement & Urbanisme;Economie & Finance(829) | Securite sociale & Protection(187) | Sante(139) | Outre-mer(66) | Institutions(50);15
PA794130;Kerbrat;Andy;LFI-NFP;Immigration;Economie & Finance(1049) | Securite sociale & Protection(190) | Sante(167) | Securite & Justice(110) | Outre-mer(109);16
PA719052;Kervran;Loïc;HOR;Numerique & Technologies;Economie & Finance(1141) | Securite sociale & Protection(272) | Outre-mer(89) | Sante(83) | Logement & Urbanisme(73);16
PA643184;Klinkert;Brigitte;EPR;Education;Economie & Finance(963) | Securite sociale & Protection(347) | Sante(159) | Outre-mer(73) | Institutions(60);16
PA722328;Kremer;Eliane;DR;Outre-mer;Economie & Finance(108) | Securite sociale & Protection(40) | Outre-mer(20) | Social & Travail(8) | Sante(8);7
PA719798;Labaronne;Daniel;EPR;Numerique & Technologies;Economie & Finance(1302) | Securite sociale & Protection(114) | Sante(65) | Education(56) | Institutions(53);16
PA720846;Lachaud;Bastien;LFI-NFP;Defense;Economie & Finance(1108) | Sante(225) | Securite sociale & Protection(161) | Outre-mer(127) | Institutions(114);15
PA719282;Lacombe;Xavier;HOR;Immigration;Ecologie & Environnement(93) | Securite & Justice(60) | Economie & Finance(43) | Institutions(38) | Outre-mer(26);13
PA794146;Laernoes;Julie;EcoS;Ecologie & Environnement;Economie & Finance(870) | Sante(385) | Ecologie & Environnement(181) | Securite & Justice(123) | Securite sociale & Protection(56);15
PA841223;Lahais;Tristan;EcoS;Defense;Economie & Finance(1406) | Sante(272) | Securite sociale & Protection(178) | Ecologie & Environnement(134) | Securite & Justice(117);15
PA841729;Lahmar;Abdelkader;LFI-NFP;Defense;Economie & Finance(694) | Securite sociale & Protection(141) | Sante(108) | Ecologie & Environnement(104) | Outre-mer(80);15
PA719918;Lainé;Fabien;Dem;Social & Travail;Economie & Finance(10) | Social & Travail(10) | Securite sociale & Protection(4) | Outre-mer(1) | Agriculture(1);6
PA795516;Laisney;Maxime;LFI-NFP;Logement & Urbanisme;Economie & Finance(1702) | Sante(514) | Securite sociale & Protection(269) | Ecologie & Environnement(231) | Securite & Justice(141);15
PA721004;Lakrafi;Amélia;EPR;Social & Travail;Economie & Finance(467) | Social & Travail(51) | Education(39) | Culture(28) | Agriculture(20);15
PA795390;Lalanne;Sandrine;EPR;Numerique & Technologies;Economie & Finance(526) | Securite sociale & Protection(154) | Culture(144) | Sante(99) | Defense(43);13
PA842125;Lam;Thomas;HOR;Culture;Economie & Finance(1733) | Sante(435) | Securite sociale & Protection(266) | Institutions(157) | Culture(144);16
PA794354;Laporte;Hélène;RN;Ecologie & Environnement;Economie & Finance(1016) | Sante(320) | Securite sociale & Protection(164) | Ecologie & Environnement(142) | Outre-mer(106);15
PA795334;Larrouquis;Benoît;EPR;Education;Economie & Finance(174) | Securite sociale & Protection(69) | Education(36) | Ecologie & Environnement(25) | Sante(11);11
PA721984;Latombe;Philippe;Dem;Culture;Economie & Finance(128) | Securite sociale & Protection(108) | Culture(105) | Ecologie & Environnement(54) | Transport(33);15
PA857021;Latrèche;Alim;EPR;Economie & Finance;Economie & Finance(22);1
PA841693;Laussucq;Jean;EPR;Education;Economie & Finance(101) | Institutions(72) | Securite & Justice(41) | Education(30) | Outre-mer(14);14
PA720022;Lauzzana;Michel;EPR;Logement & Urbanisme;Economie & Finance(885) | Sante(613) | Securite sociale & Protection(486) | Logement & Urbanisme(66) | Outre-mer(59);15
PA795912;Lavalette;Laure;RN;Ecologie & Environnement;Economie & Finance(257) | Ecologie & Environnement(195) | Institutions(73) | Outre-mer(57) | Sante(41);15
PA841837;Le Bourgeois;Robert;RN;Defense;Economie & Finance(1546) | Securite sociale & Protection(384) | Sante(324) | Outre-mer(244) | Ecologie & Environnement(128);15
PA841515;Le Coq;Aurélien;LFI-NFP;Economie & Finance;Economie & Finance(1389) | Sante(126) | Outre-mer(110) | Securite sociale & Protection(88) | Institutions(50);16
PA719412;Le Feur;Sandrine;EPR;Culture;Economie & Finance(1077) | Securite sociale & Protection(341) | Culture(136) | Ecologie & Environnement(131) | Sante(41);15
PA840979;Le Fur;Corentin;DR;Defense;Economie & Finance(1265) | Securite sociale & Protection(206) | Sante(147) | Outre-mer(75) | Culture(73);15
PA719404;Le Gac;Didier;EPR;Institutions;Economie & Finance(379) | Sante(246) | Securite sociale & Protection(224) | Institutions(167) | Education(29);13
PA795672;Le Gall;Arnaud;LFI-NFP;Defense;Economie & Finance(1336) | Securite sociale & Protection(392) | Sante(172) | Outre-mer(129) | Institutions(76);15
PA345722;Le Grip;Constance;EPR;Education;Economie & Finance(922) | Securite sociale & Protection(167) | Outre-mer(81) | Education(80) | Ecologie & Environnement(76);16
PA794426;Le Hénanff;Anne;HOR;Transport;Economie & Finance(115) | Securite & Justice(54) | Sante(42) | Institutions(34) | Securite sociale & Protection(26);14
PA719388;Le Meur;Annaïg;EPR;Logement & Urbanisme;Economie & Finance(772) | Securite sociale & Protection(200) | Ecologie & Environnement(98) | Logement & Urbanisme(59) | Institutions(59);16
PA719756;Le Nabour;Christine;EPR;Social & Travail;Economie & Finance(957) | Securite sociale & Protection(466) | Sante(259) | Social & Travail(106) | Outre-mer(103);16
PA720342;Le Peih;Nicole;EPR;Immigration;Economie & Finance(1135) | Securite sociale & Protection(234) | Sante(171) | Institutions(107) | Outre-mer(90);16
PA720614;Le Pen;Marine;RN;Ecologie & Environnement;Economie & Finance(529) | Securite sociale & Protection(97) | Ecologie & Environnement(88) | Outre-mer(55) | Securite & Justice(28);15
PA721852;Lebec;Marie;EPR;Numerique & Technologies;Economie & Finance(1247) | Securite sociale & Protection(229) | Outre-mer(110) | Institutions(61) | Securite & Justice(61);16
PA774962;Lebon;Karine;GDR;Securite sociale & Protection;Economie & Finance(795) | Securite sociale & Protection(273) | Sante(96) | Outre-mer(58) | Social & Travail(39);15
PA795108;Leboucher;Élise;LFI-NFP;Sante;Economie & Finance(1390) | Sante(684) | Securite sociale & Protection(551) | Culture(117) | Ecologie & Environnement(116);15
PA795374;Lecamp;Pascal;Dem;Defense;Economie & Finance(695) | Sante(242) | Securite sociale & Protection(207) | Outre-mer(78) | Culture(71);15
